,OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments,q4_1_2nd_business_postcode
3732,3733,3924,28/05/2020,Yes,No,No,No,No,No,2010,Incorporated for-profit,Design and supply of street furniture,No,4,0,0,0,no_response,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3743,3744,3935,28/05/2020,Yes,Yes,No,No,No,No,2047,Sole trader,Provide extra curricular physical activity classes to childcare centres,No,0,0,0,3,Yes – I’ve let staff go,,,,0,High,None / NA,High,None / NA,High,None / NA,No - temporary closure,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,no_response,No covid19,no_response,Not Applicable,Not Applicable,Not Applicable,no_response,no_response,Mostly,Not at all,Not at all,no_response,Applied - successful,no_response,no_response,Applied – successful,no_response,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,Yes,No,No,No,No,No,No,no_response,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Not relevant,no_response,Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Not being able to access important services such as doctors, physios, counselling etc ,Loss of income / employment,Worrying about people who are important to me",No,No,Yes,No,No,No,No,No,No,"Health care, hairdresser, online gym/ yoga studio fees, Foxtel, car repair/ maintenance",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,Yes,Yes,Yes,Yes,Yes,no_response,1-3 months,4-6 months,,,,,,Longer,no_response,Immediately,Very important,Somewhat important,Very important,Not very important,,Somewhat important,Important,,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,no_response,no_response,no_response,60-69,Female,No,No,2047,Unit/apartment in a 4+ storey block,Renting,No,no_response,no_response,no_response
3745,3746,3937,28/05/2020,Yes,Yes,Yes,No,No,No,2031,Other,Patisserie,No,3,0,6,2,Younger staff still living with parents stepped down voluntarily to give their hours to the staff who relied on income from working to survive. We also reduced hours of operation to help be sustainable,3,,6,3,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3748,3749,3940,28/05/2020,Yes,No,Yes,No,No,No,2007,Incorporated for-profit,Sharing economy for kids equipment,No,1,0,1,3,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,High,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,No,Yes,No,We are all working from home - making it difficult to collaborate,No,Completely,Not at all,Somewhat,no_response,Not required,Not applied – not eligible,Not applied – not eligible,Applied – successful,Not applied – not aware,Not applied – not eligible,Applied – awaiting outcome,Not required,no_response,no_response,[personal data withheld],no_response,no_response,no_response,no_response,Not eligible,no_response,no_response,no_response,No,No,Yes,No,No,No,No,No,Yes,No,No,Introductions to relevant organizations,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not sure,More support by local councils for sharing economy companies,Yes,"Not being able to do activities that are important to me,Physical health concerns,Stress from children being at home more,Stress from working from home,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,no_response,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,no_response,Yes,No,No,Yes,No,No,no_response,Immediately,1-3 months,,,,,,Longer,1-3 months,no_response,Somewhat important,Very important,Important,Important,,Very important,Important,,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,no_response,More people spending time with family. More working from home,Loss of vibrancy,40-49,Female,No,No,2039,Separate house,Paying it off / mortgaged,Yes,Armenian,no_response,no_response
3755,3756,3947,28/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,banking and financial services,No,20000,0,0,0,We've had to release contractors,20000,,,,Some,Low,Low,High,Some,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,No,No,Yes,"fewer people,",no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3756,3757,3948,28/05/2020,Yes,No,No,No,No,No,2018,Incorporated for-profit,Printing & Design,No,3,1,0,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,Low,None / NA,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,>1 month,Yes,Not Applicable,Yes,"Apart  from call/edm activity with clients, no.",No,Completely,Completely,Completely,no_response,Applied - successful,Not required,Not required,Applied – successful,Not applied – not aware,Applied – successful,Applied – awaiting outcome,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,Yes,Yes,No,No,No,No,No,No,No,No,no_response,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Not sure,Not sure,Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about the security of my job ,Having to move house,Worrying about people who are important to me,Physical health concerns,Wellbeing and mental health concerns",No,Yes,Yes,No,No,Yes,No,Yes,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,No,No,Yes,No,No,no_response,1-3 months,4-6 months,,,,,,Longer,1-3 months,no_response,Very important,Very important,Very important,Important,,Somewhat important,Very important,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,no_response,More Family time and better work/life balance,Major economic recession/depression,50-59,Male,No,No,2074,Separate house,Renting,No,no_response,"No, but would greatly appreciate the $10000 City of Sydney grant which I have applied for.",no_response
3757,3758,3949,28/05/2020,Yes,No,No,No,No,No,2072,Incorporated for-profit,Medical Doctors,No,2,7,1,12,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,Some,None / NA,None / NA,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,Not Applicable,Yes,Yes,Telehealth,No,Not at all,Not at all,Not at all,Yes,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,Yes,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not relevant,Return to normal,Yes,"Loss of income / employment,Physical health concerns",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,Yes,No,No,No,No,Very busy less income,4-6 months,4-6 months,,,,,,Longer,Immediately,no_response,Important,Important,Important,Important,,Important,Important,,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,no_response,Cleaner environment,no_response,60-69,Male,No,No,2088,Separate house,Paying it off / mortgaged,No,no_response,Good luck,no_response
3759,3760,3951,28/05/2020,Yes,Yes,Yes,No,No,No,2000,Other,Women's health and fertility clinic,No,0,3,1,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,Low,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Not Applicable,Yes,Yes,no_response,No,Completely,Not Applicable,Not Applicable,no_response,Applied - awaiting outcome,Not applied – not eligible,Not applied – not eligible,Preparing an application,Applied – successful,Not applied – not eligible,Not applied – not eligible,Other,no_response,no_response,Still waiting on landlord's reply/decision,no_response,no_response,no_response,no_response,Not applicable for us.,Not applicable for us.,Do not want to go further into debt on top of the leniency suppliers are showing us.,no_response,No,No,No,No,Yes,No,No,No,No,No,No,no_response,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not relevant,no_response,Yes,"Lack of availability of daily essentials such as food and medicine,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Physical health concerns,Reduced access to the internet and online services and networks",No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,No,No,No,No,No,no_response,1-3 months,1-3 months,,,,,,Immediately,1-3 months,Immediately,Very important,Very important,Important,Very important,,Somewhat important,Not very important,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,no_response,Continued more flexible working arrangements where possible. A chance to reset the way we run things.,Increased pressure on people's finances and wellbeing. The destruction of arts and entertainment.,40-49,Male,No,No,2016,Unit/apartment in a 4+ storey block,Renting,No,no_response,no_response,no_response
3767,3768,3759,27/05/2020,Yes,Yes,Yes,No,No,No,2011,Sole trader,Sell and make jewellery and teach design and host exhibitions,No,1,0,0,0,"I've increased staff hours, but haven't hired more staff",,,,,High,None / NA,High,None / NA,High,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,6+ months,Yes,Yes,Yes,"Offering Zero contact transactions, doorway retail, no exhibitions, workshops limited to one student at a time",Designing health pak with local maker of hand sanitizer and leather worker,Mostly,Mostly,Somewhat,no_response,Applied - successful,Not applied – not aware,Not applied – not aware,Not applied – not aware,Not applied – not aware,Not applied – not aware,Applied – awaiting outcome,Not applied – not aware,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,I have not received status report,no_response,no_response,Yes,No,Yes,Yes,No,No,No,No,No,No,No,no_response,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Not sure,no_response,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3770,3771,3762,27/05/2020,Yes,Yes,No,No,No,No,2010,Sole trader,Freelance Patterncutter and costume maker,No,0,0,1,0,Yes – I’ve let staff go,,,0,,High,High,High,None / NA,Low,Low,No - temporary closure,No,No,No,No,No,Yes,No,No,No,No,No,no_response,Nothing  known,no_response,Not Applicable,Yes,Yes,Embraced technology and video capacity,Na,Completely,Not at all,Not at all,Yes,no_response,no_response,no_response,Applied – successful,no_response,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,Yes,No,No,No,No,No,Yes,No,No,No,no_response,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Stage 1: 10 people,More kindness. Covid has slowed everyone down to value better relationships,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3774,3775,3764,27/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Food court operator in CBD office building,No,3,5,0,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,No,No,No,Limited menu offer and shorter trading hours,No,Somewhat,Somewhat,Somewhat,no_response,Applied - awaiting outcome,Not required,Not required,Applied – successful,Applied – successful,Applied – successful,Not applied – not aware,Not required,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3782,3783,3771,27/05/2020,Yes,Yes,No,No,No,No,2134,Sole trader,Marketing and Design,No,2,0,0,1,Yes – I’ve let staff go,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3789,3790,3778,27/05/2020,Yes,No,No,No,No,No,2042,Incorporated for-profit,Restaurant,No,2,0,3,0,Yes – I’ve let staff go,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
3792,3793,3781,27/05/2020,Yes,No,Yes,No,No,No,2018,"Incorporated not-for-profit (charity, social enterprise)",domestic violence family support service,No,1,5,4,0,no work available for casual staff but permanent staff increased hours,1,5,4,0,None / NA,None / NA,None / NA,High,Some,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Not Applicable,Yes,Yes,no_response,no_response,Mostly,Somewhat,Mostly,no_response,Not applied - not eligible,Not required,Not required,Not required,Not required,Not required,Applied – successful,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Stage 2: 20 people,no_response,Yes,"Not being able to do activities that are important to me,Stress from working from home",No,No,No,No,No,No,No,No,No,no_response,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,no_response,Yes,Yes,Yes,No,No,No,no_response,Immediately,1-3 months,,,,,,4-6 months,Immediately,no_response,Very important,Very important,Important,Important,,Somewhat important,Somewhat important,,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,no_response,"It provides us with an opportunity to create a new normal, being kinder to the environment and each other, has proven flexible work practices can work, made people appreciate each other and the little pleasures in life",Increase in racism and some people being self absorbed to the detriment of others (toilet paper issue). Some vulnerable people have almost been forgotten,50-59,Female,No,No,2036,"Semi-detached, terrace house, townhouse",Outright owner,No,no_response,no_response,no_response
